	score	comment	INPUT_URL = "https://review.rakuten.co.jp/item/1/351180_10001030/1.1/"  # 74210
1136	4	あちこちでフラップタイプのマスクを買っていますが、今回最安値だったので購入しました。30枚入り真空パックですがこの手のパッケージは慣れているので気になりません。石油臭がするのもいつものことなので、検品がてら開封して別のケースに入れました。ざっと見た感じでは1/10の確率でワイヤーが短く偏ったものが混ざっています。おそらくカットの端、寸足らずの物も使っているのでしょう。使えなくはないです。生地は薄くて大きく息をするとペコペコします。でもまあ、一日中同じマスクをつけるわけではないので許容範囲かな？お安いのを頻繁に替える方が衛生的だと思うので、値段を考えると十分かと思います。発送が早いのはとても良かったです。以前別のお店で納期過ぎても連絡なしで待たされたことがありましたので警戒していましたが、こちらのお店は大丈夫そうです！
1137	5	血色ヘーゼルナッツ、KN94フラップ型 (ふつうサイズ) を購入しました。使いやすいです。鼻にあたる部分に切れ込みがありませんが、問題なく使えます。顔のサイズは普通だと思いますが、サイズもちょうど良いです。マスクが顔にあたる部分が少なく快適です。厚さも普通で、特に薄くは感じません。耳も痛くなりません。息苦しくなくずり落ちてこないため、ジムで使用するのに最適です。色は薄いベージュで、主張の少ない色味だと思いました。気に入ったので色違いも購入することにしました。
1138	4	前回息子二人のために１１セット購入しました。ひとセットだけ右側の紐がすぐに取れてしまい、一日に三・四枚使わなくてはいけないものがあり、お値段的に仕方なしと思って様子をみましたが、他はそういったこともなく使用できました。洗う手間や衛生面からも、このお値段でブラックマスクが購入できるのはありがたくリピートしました。
1139	4	黒い不織布マスクをずーっと愛用していましたが、今回初めて気になっていた血色系のマスクを購入してみました！普通サイズを大量に買ってしまっていたため、大きくて耳にかけるゴムを毎日左右結んで使用していてとても不便だったので、小さいサイズを注文したのですが、残念ながら少しゴムがゆるく、でも結ぶほど大きくないためゆるゆるで使用しています。こどもサイズは面積も小さくなってしまうので、マスクのサイズ感に関しては、悩みが解消できなくて残念でした。でもやっぱり血色系のマスクは印象も変わるので、いいサイズ感を探してみようと思います！
1140	5	色違いで合計3セット注文しましたが最初に白が届き、翌日にライラック2個届きました。立体マスクは冬のこの時期は暖も取れる感じで使いやすいです。吹雪の時とか、マスクの中に空間があるのでぴたーっ！とならず息がしやすいです。めがね着用時の曇りも気にならないです。普通タイプよりコスパ良くないですが使い易いので冬にはこちらを使用していきたいです。他のお店と比べるとこちらのマスクはコスパ良いと思います。ライラックは画像通り良いお色でした。他の色も気になっていたのでリピートしたいです。
1141	5	普通の形と立体を購入しました。色が可愛くて満足です。グレーとネイビーは思っていたより明るい色でした。少しイメージとは違いましたが、問題ないです。レビューを見て、圧縮されていることはわかっていたので、気になりませんでした。5袋買いましたが、折れもなかったと思います。肌あたりも、問題ないです。耳も痛くなりません。今回、ライラックが注文後に在庫切れになったようで、なかなか届かず、問い合わせをしました。ライラックのみキャンセル、または分納で対応していただき、助かりました。この値段でこの質なら、大満足です！また、リピート致します。
1142	4	以前にも…黒の不織布マスク51枚x3袋を購入して、カナダへ船便で発送じに梱包がしやすかったので、今回もカナダ発送しようと色違いで不織布マスク51枚X3袋購入しましたが、カナダへの船便は半年以上停止状態で未開封のままです。カラー不織布マスクと同仕様の黒不織布マスクの感想を訊きましたら、1袋にマスクからゴム抜けやシワで使えないのが数枚有ましたが、付け心地は普通でマスクが多く有るのは安心ですとの事でした。それを聞きカラーマスクの購入を決めました。船便が再開すれば他のカラーもまた購入してカナダに発送します。
1143	5	12月初旬の楽天スーパーセール時に購入。クーポン使用でドラックストアで売っているマスクより安く、失敗してもいっか！という気持ちで購入。また、プリーツタイプのマスクはどうしても口元がマスクに当たってしまうのが最近のストレスで、こちらの立体タイプを購入するきっかけでもありました。初めて立体タイプを使用するということもあり、最初はマスクの存在感に少し圧倒されつつも、口元がストレスフリーでとても良かったです！しっかり顔に密着して覆われてる感がとてもあり、でも口元はマスクに当たることなく快適に過ごせます。あと、色も豊富で気分で使い分けてもいいな、と思いました！一つ残念だった点は、私が注文した後に妹も同じタイプを注文したのですが、妹の方が一週間程で届いていた事…。私は三週間程待ったのに！！！まあでも人気だから仕方ないですね。切らす前に買っておくことをおすすめします！
1144	4	立体タイプは初めて付けましたが思ったよりしっかりしていてフィット感もちゃんとあり良かったです。欲しい色が売り切れでパープルにしてみたが薄くて綺麗な色で満足です。匂いがくさいですが少し出しておけばすぐにとれます。全て1つに真空パックされているのであけたらすぐにジップロックに移し替えました！また色が入荷していたら買いたいと思います!
1145	4	まだ届きません。即納だけ買ったつもりなんですが…12月6日注文で3週間以上経ちました。忘れてなければ良いのですが…追記。1月17日に1つ届きました。物は普通だと思います。51枚で400円なら充分かと…でも、もう一つのネイビーはまだ届きません。届きましたら、レビュー訂正します。追記。1月31日ネイビーだけまだ届きません。楽天で買い物して初めてです。配送ミス？2月3日ネイビー届きました。値段を考えれば圧縮包装等は想定内です。耳ゴムも柔らかいし痛くないのでコスパは最高です。しかし、即納で2ヶ月…
1146	5	全体的に良いです。アプリコットとヘーゼルナッツを注文しました。カラーとってもかわいいです。一番気にしていた耳ひもは5ミリ以上？のもので柔らかく痛くなりません。鼻部分の針金もしっかり形を固定してくれます。不織布は多少かたいかな？と感じましたが、少しつけていれば柔らかくなってくるので密封状態だったのが原因かな？と思ったり。配送は在庫が無い状態での注文だったため発送まで2週間かかりました。ポストに入るサイズの箱で届くとばっかり思っていたので、透明ビニール袋に直接密封した状態で届いたのがちょっとびっくり笑密封してるため折れがついていたり、耳ひもの跡がついていたり、キレイな状態でないものがありますが、気にならなければマスク自体の品質、着け心地はさいこーです。私的にはリピ商品です。
1147	4	自分用に小さめを購入しましたがそれでも大きかったです泣。耳ゴムが痛くない仕様になっておりとてもいいのですが、大きかったので耳ゴムを結んで調整したら耳が痛くなるので、なかなか自分のサイズに合うものを探すのは難しいですね、今度は子供用のものを買って子供と一緒に使ってみたいと思います！色はとても綺麗なピンクでおしゃれに疲れたのでよかったです！
1148	5	普通サイズのアイスブルーとフェザーマリンを購入。他のカラーマスクと違ってゆとりがあって気に入りました。決して緩い訳ではありません。ゆとりのせいかお化粧もあまり落ちないのでそこも気に入っています。まだ一枚しか使ってませんが、現状は他の方が書いていらした圧縮による皺は見当たらないように思います。お安く買えているので文句もありません。また無くなったらお願いしようとおもっています。
1149	5	今回2回目の購入です！1回目もですが、購入してから到着までとても早いです！黒を購入したからというのもあるかもしれませんが、メイクがマスクに全然つかないというところ、ホットヨガで使用していますが苦しくないし外で使用している旦那さんは急な雨で濡れてもすぐ乾くと言っています。今後もリピートさせてもらおうと思っています！今回はありがとうございました！
1150	5	ヘーゼルナッツの普通サイズ購入。予約でしたが、12/15(水)から発送で、12/18(土)に届いたので、適正な感じでした。単品で見ると地味なナッツ色ですが、着けるとピンクベージュっぽい印象に変わり、お上品に顔色が良くなるから不思議だなと。パーソナルカラーが秋の方なら相性抜群の血色マスクになると思います！他メーカーの51枚入りカラーマスクで耳が痛くなりましたが、こちらは紐も太く気になりませんでした。気になった点は以下ですが、安いのでOKです。・51枚全てが1つの袋に圧縮されて届き、ちょっとシワが寄っていた。・紐がねじれて付いていた。（着けていても気にはならない。）
1151	4	立体が売り切れで血色カラー５１枚を購入。見た目安さMAXな感じ。まぁ安いからこんなもんかなぁと思って使用しています。仕事ではつけられないけど、普段使いにちょっとマスクしなきゃいけないような時はいいかなと思いました。安いのに耳の紐は柔らかく痛くなりにくくて良いです。今回、小さめも売り切れで買えませんでしたが、サイズが色々あるのはいいなと思いました。
1152	4	職場で不織布なので白ばかりで気分変えたくて購入。私は新しいデザインマスクのほうが着けた感覚が苦手なのであえて普通に売っているタイプの方にしましたがデニムっぽいブルーで想像通り良かったです。半額で購入もマスクじたいしっかりしたマスクで良かったです。以前別の店で購入したものはさんざんだったのでこちらにして良かったです。ただ長時間付け替えしないと水滴がたまるのでこまめにかえることをオススメします。息は不織布にしてはしやすいので満足です。普段サイズで大丈夫でした。在庫のない色が多かったのであまり選べなかったですが、再入荷したらまた購入したいです。
1153	4	普段は酸欠で偏頭痛がするので、長時間用ではなくお出掛け用に購入。白いマスクだと何気に圧迫感があるので、カラーマスクいいなぁと使用されてる方を見て思ってたので、購入して良かった。冬の時期にウレタンマスクだと鼻水が止まらなくなるので、使用中。ただ、外気との差で水滴が発生し、時々肌に張り付いて呼吸がし辛くなる。他にいい商品があれば、そちらに買い換えるかも。
1154	4	完売カラーもちらほらで在庫があったネイビーとホワイトとライトパープルを購入してみました。届くまで少し期間はかかりました。各色透明の圧縮袋にひとまとめに梱包され袋タイプのパッケージに入れられた物にシールタイプの送り状が貼られポスト投函されていました。簡易包装ですが中身は圧縮袋に入っていて破れたりもなかったので良いと思います。届いたマスクの枚数や紐の確認はした所でどうにもならないしめんどうなのでしていません。ただ白だけ商品の圧縮袋に髪の毛毛も一緒に入っていたのと1番上のマスクが黒く汚れていたので衛生的に不快でした。マスクの紐はややきつめに感じます。頬の高さや顔の大きさで緩いきついは仕方がないかと思います。つけ心地は口や鼻呼吸する部分がマスクに当たらないのに密閉されていると思うのでマスクする意味があると思います。ただ定番マスクの形と比べマスクがあたって鼻が痒い時などマスクの上から掻くのができませんでした笑
1155	4	完売カラーもちらほらで在庫があったネイビーとホワイトとライトパープルを購入してみました。届くまで少し期間はかかりました。各色透明の圧縮袋にひとまとめに梱包され袋タイプのパッケージに入れられた物にシールタイプの送り状が貼られポスト投函されていました。簡易包装ですが中身は圧縮袋に入っていて破れたりもなかったので良いと思います。届いたマスクの枚数や紐の確認はした所でどうにもならないしめんどうなのでしていません。ただ白だけ商品の圧縮袋に髪の毛毛も一緒に入っていたのと1番上のマスクが黒く汚れていたので衛生的に不快でした。マスクの紐はややきつめに感じます。頬の高さや顔の大きさで緩いきついは仕方がないかと思います。つけ心地は口や鼻呼吸する部分がマスクに当たらないのに密閉されていると思うのでマスクする意味があると思います。ただ定番マスクの形と比べマスクがあたって鼻が痒い時などマスクの上から掻くのができませんでした笑
1156	5	06血色ライラックを買いました。39歳ですが明るすぎず、肌に馴染む色で気に入っています。写真の見た目通りの色味です。サイズ感は顔が丸く顎が小さいので、どのマスクも大きめですが165×90mmはキツくもなく、やや大きめなのでほっぺにも跡はつかないので気に入ってます。平ゴムも柔らかいです。この枚数でクーポンを使ってとても安く買えたのでまたリピートしたいです。子供用に07ライラック フラップ型をかいました。こちらはこどもにはとても匂いが気になる様でした。開封して数日したので、臭いは気にならなくなりました。小学3年生にはしっかり覆える大きさでよかったです。4歳には大きすぎてダメでした。
1157	5	小さいサイズのチェリーブロッサムを購入しました。他店(同じ色)で購入したものより、色が落ち着いていて色浮きがしなくていいです。紐も幅広のため、耳が痛くなるのがかなり軽減されています。敏感肌のためシルクマスクと2重で使用していますが、価格の割に素材もガシガシした感じがなくかたくない様に思えます。また、毎日使うものなので、この価格帯でこの品質は有難いです。箱無しの梱包で届いた時は驚きましたが、ゴミが出なくてかえって良かったです。
1158	5	フラップタイプライラックアッシュを購入。色々と他ショップでもマスクを購入しましたが、圧縮されて届くのものは初めてでしたが、フラップタイプだからかシワ等も特に気にならなかったです。ただ分かっていましたが、マスクが丸見えなのはやっぱり少し気になります。他店のフラップマスクは20枚入りが多いですが、こちらのは同じようなお値段で30枚入りなのでお得だと思います。少し薄いような気もしますが、これからはこちらで購入しようかな。
1159	5	年中の娘に、普通タイプ(こども用)のアイスブルー、シュガーピンクを購入しました。どちらも薄い色味で、個人的にはとても好みです。若干、マスクの生地?が薄いようには感じますが、使っていて問題なさそうです。SALEの時に購入できて、コスパがよくてラッキーでした。定価でも、好きな色を選べて、この枚数入っているならお得だと思いますが（笑）
1160	4	今回56%オフということでお安く購入できました。99.9％遮断と書かれていますが、こちらは目に見えるものではないので正直どの程度なのか実感はありません。ただ、1日1枚使い捨てにするには惜しげもなくつかえて、毛羽立ちもなく鼻が痒くならないしこのお値段ならいいかなって思います。メガネはかけてないので曇りにくいかどうかはわかりません。
1161	4	他の人も書かれている通り、ビニール袋に約17枚づつ重ねて3塊が真空パックに入っていて、外は箱ではなくビニールで封入されています。お値段的にも問題がないパッケージなのですが、重ねて真空してある為か4枚ほど折れてパッキングされており、ちょっと使えないかな…。マスク自体はゴムが太くて平たいので長時間着けても耳が痛くなりません。総合的には良い買い物をしたと思います。
1162	4	サイズ選びを失敗しましたがものは良い商品だと思います。しかも半額で購入できました。小学6年生男子痩せ型に子ども用を購入したところぴったりすぎて嫌がりました。だからといって着けられない訳ではありません。サイズ的には低学年向けかと思います。サイズは書いてあったのでこちらの確認不足です。匂いもなく色もおしゃれですが個装されてないので玄関などに置いて出がけにパッとする方にはいいかもしれません。我が家は湿気が多くなにかとカビやすいので、衛生面で個装されている方がありがたいです。どうにか使いたくて私も試しましたが当然小さく、クチバシみたいになったので友人の子どもに譲ります。ちなみに子どもも私も小さくても耳は痛くなりませんでした。
1163	5	不織布マスクは51枚入りの中でお安く、近所のコンビニに行く時などちょっとした使用に大活躍しています。マスク自体の性能もPFE（0.1μm 微粒子ろ過効率） BFE（3μm 細菌ろ過効率）が 99%と価格の割に性能が高いのもポイントです。また、2点まではゆうパケットでの配達で、配達員と対面して受け取る手間がないのも嬉しい所です。 過去マスクに不備があった際に問い合わせた時もとても丁寧に対応して頂きました。店舗の対応、フィルターの性能、ゴム紐の耐久性、臭い、価格、使用感など総合して★★★★★の評価です。
1164	5	リピです。ハニーが売切れていたので、ヘーゼルナッツの色を注文しました。 こちらも、良い色でした。 耳のゴムが太めで、ふわふわしていて、痛くありません。着け心地が良いです。なくなったら、また、リピしたいと思います。
1165	4	今回はすごく早く到着しました。ライラックの色がライラックとは思えない色でした。残念。ま、可愛いのでよしとします。プリーツタイプも耳のところがバイカラーだともっと良いですね。
1166	5	毎回注文しています。可もなく不可もなく安定のマスクです。なくなりそうになったらまた注文します。
1167	4	立体マスクがこんなにお得に購入できてよかったです。在庫切れの色もありシンプルな色を購入してみました。
1168	5	娘用に購入。小さめサイズの白って、そこら辺ではなかなか見つけられなくて…まとめ買いしたら安くなるので色付きも購入。肌に馴染む色合いで、ゴムも太くて柔らかく、私は使ってませんがいい感じです。色付きは一まとめにしてパックされてて、白だけ3つに分けてパックされてました。個包装までは求めて無いですが、3つに分けてある方が使いやすいかな。また無くなったらリピしたいですが、２年分ぐらいありそう(笑)
1169	5	お値段以上の品質だと思います！またよろしくお願いします！
1170	5	もう何度もリピしてます！色も可愛い色がたくさんあって、家族でイロチで愛用中です。対応も早めで助かってます。
1171	5	リピートしてます。今回も注文してから2.3日で届いたと思います。また無くなったら注文したいと思います。
1172	5	息子がこれでないと嫌だというくらい、気に入ってます。
1173	5	何度もリピートしています。ゴム紐の幅が広いおかげで、耳が痛くなりにくいです。今までずっとビニールのパッケージでしたが、今回は紙(箱)でした。
1174	5	柔らかく、つけ心地が良いので、気に入ってます。いつもお安く購入でき、ありがたいです。
1175	5	初めての購入です。お安いので、どうかなぁと思っていましたが、すごく良いです。柔らかくて、つけ心地が良いです。また購入したいと思います。
1176	4	愛用しています。今はこのシリーズしか使っていません。
1177	5	ゴム紐が太く耳が痛くなりません、製品自体がかなりしっかりできてます。色も多彩でマスクで気分転換できます。この冬またリピート購入です＾＾
1178	5	使いやすくて何度もリピしてます。色みも可愛いし、メガネも曇りにくい気がします。メール便なのも嬉しいです。
1179	5	マスクは絶対ここ！こちらのマスクを買ってからは、他の使えないです
1180	4	顔の輪郭に合うかんじです。安く買えて、いつも助かってます。
1181	4	何度もリピートしています。今回は、在庫が有ったようで早くに到着しました。カラバリもたくさんあるので、色々と試しています。今回は、ちょっと若めの色でした。
1182	5	家族で男性達は、このマスクが必需品で愛用しています。
1183	4	毎回購入しています。使いやすく安価で仕事用で使っています。ただ1セットに1  2枚紐が外れます。改善お願いします。
1184	5	カラーが豊富なのが良いですね。つけ心地も価格も◎リピしたい商品です。
1185	5	発送到着が早く助かりました。またお願いいたします。
1186	4	いつも注文しています。耳が痛くならないので、毎日付けても安心です。
1187	5	購入した商品はとても気に入ってます。毎回購入しているので、安心して使える。価格が安いのでとても満足。
1188	5	子供用のフラップ型をよく注文しています。呼吸もしやすいし、カラーも豊富なので気に入っています。
1189	5	240枚が約3,000円は絶対に買い過ぎて即購入しました。フラップ型が好きなので好きな色も8種類も選べてとても良いお買い物が出来ました！また無くなったらリピートしたいです。
1190	5	クーポンも使えて、お得に買えました。カラーも、思った通りで、使うのが楽しみです。
1191	5	何度も購入しています。いろんな色があるので、何種類か購入してその日の気分で使い分けています。コスパもいいのでまたリピートします。
1192	5	色も大きさも想像通りで着け心地もいいです。リピートします！
1193	4	小学生の娘が使っています。サイズはちょうどよいフィット感のようです。おしゃれ心が芽生えているので、毎回色を変えて購入してます。
1194	5	安くて使い心地もよく、仕事で使ってます！
1195	5	すぐに届いたので良かったです。冬用のマスクとして購入。季節で色分け出来るのがいいかな。
1196	5	子供が気に入って毎日使っています。良心的なお値段で毎日清潔なマスクが使えるのでとても助かります！
1197	4	安いのに質がいいので大満足です。ただ、袋にＬサイズみたいに書いてあるのはやめてほしい。
1198	5	リピートです。配送早く購入した次の日に届きました。ありがとうございます。、
1199	4	フラップタイプを購入しました。着け心地などは問題ないけど、鼻にあたる部分にくぼみがあった方が使いやすいので、改良して貰えるたら、リピしたいです。
1200	5	毎日使う物なので、お安く買えて満足です。またリピしたいと思います。
1201	5	商品の到着も早く、箱もマスクも可愛い&#8252;&#65038;りぴします。
1202	5	大きさもちょうど良く色も可愛いくて満足です。
1203	5	耳にかけるゴムが太めで、痛くなりにくいのが良かったです。
1204	5	サイズ感が調度良いようで、子供が気に入っていてリピートしております。いつもありがとうございます。
1205	5	かなりお得だと思います。子供用のカラフルなマスクは店舗では中々買えないので、ありがたいです。
1206	5	通勤用にプリーツタイプ、休日の外出様に3Dタイプを何度もリピしています。ここのプリーツタイプは耳紐がかなり太く、柔らかい生地で使われているので約8時間の仕事でつけっぱなしでも痛くないし、耳が変な感じになることが無いです。色感は写真より若干濃いのでそこは考えて購入した方が良いと思います！お値段も安くいつもお世話になっています
1207	5	色もほどよく、可愛いです。これから使用するのでつけ心地とかはこれからですね。
1208	5	使い捨てなので安くて品が良いものを選びました。耳も痛くならず息苦しくもなく大満足です！
1209	5	もう何度もリピートしている商品です。子ども用(小5女子)がこちらのマスクが1番良いとお気に入り。ダンスや激しい運動の際も息苦しさが無く快適な様です。カラーは色々試していますが、アプリコット系やグレイッシュなカラーも良い色です。私はプリーツタイプが顔馴染みが良いので利用しています。ドラッグストアで購入するよりも安くてとても助かります。
1210	5	リピです。気に入っているのでまた購入させていただきました。耳が痛くならないので中学生の娘と一緒に使っています。色も気に入っています。またなくなったら購入する予定です。
1211	4	かわいい色でお気に入りです。生地もいいです
1212	5	とても良いマスクです。サイズも丈夫さも問題なしです。おすすめです！
1213	4	プリーツ小さいサイズのグレージュ、サンドベージュ、ホワイトを購入。グレージュだけひとつの袋に圧縮されていました。マスクの上から鼻を擦るクセがあるのですが、柔らかいマスクだとマスクの内側が毛羽立って痒くなるけど、このマスクは大丈夫でした。ゴムも太めで痛くないです。グレージュの色味がとても気に入ったので、無くなったらリピートするかも。発送も早くて助かりました！
1214	5	何度も購入させて頂いています。ぽっちゃりでもちょうどいい大きさです。
1215	5	色の種類が豊富で、値段も安いので何度もリピしてます。次は何色のマスクを注文しようかと考えるのも楽しいです。
1216	4	ポストに届きました。色も商品内容も良かったです。又利用したいです。
1217	4	以前もこちらで購入させていただき、今回は初めて白のフラップタイプを購入しました。以前購入したものとは素材が違う印象でしたが、フラップタイプだとメガネが曇りにくく助かっています。
1218	5	まう何回も注文させてもらっています。いつもすばやい発送で大変たすかっています。
1219	5	家族みんながそれぞれの色や形をリピートしています！クーポンも大助かりです。
1220	5	どのタイプも形が綺麗で、小顔効果抜群です！
1221	5	寒い冬も呼吸が楽です。プリーツタイプよりもこっちのほうがオススメ。下がって来ないので、鼻も見えないから安心。
1222	5	悩みに悩んでシュガーピンクを注文しました優しいピンクで 耳のゴムが太めで柔らかく 痛くならず 本当にいいお買い物できたと思っていますベージュがいつも売り切れなので いつか購入できればと思っていますでも他の色もたくさんあって 気になっていますまとめ買いで 好きなカラー全部頼めたらいいなーなんて思います(^-^*)
1223	5	主人用に耳が痛くないマスクをこちらで購入しています。安いし翌日届くしとでも助かります！
1224	5	2度目の購入です1度、欲しいサイズカラーがなかったため、同価格帯の他店のものを購入しましたがそちらのものは薬品臭く、ゴムが細くて付けてると内側がモケモケしてきて鼻がくすぐったくなりました家族の者がこちらのマスクがいいということで再購入ですゴムは幅広でしっかりしてるし、梱包もきちんとしていますもちろん薬品臭いと感じた事はありませんもう浮気しません！
1225	5	KN95の子供サイズがなかなか売っていないので助かりました！しかも、お手頃価格で、毎日使うものなので安く購入できてありがたいです。色も沢山の種類があるので、必ず好みのカラーが見つかると思います。また購入したいと思います！
1226	5	なんどもリピしています。安いけど、不良品なく、問題なく使えています。
1227	5	リピート品息がしやすく耳が痛くなりません。
1228	5	フラップ型のヘーゼルナッツとグレージュとバイカラーのピンクを購入しました。仕事でも使用したかったので薄目の色を選びました。自分好みの色で大満足です。
1229	5	立体マスクを選びましだが顔がスッキリ見えて良いです。
1230	5	ゴムが太めなので痛くなくとてもいいです。色んなからーを揃えて家族で使用してます。
1231	5	もう何度も購入しています。マスクといえばこれというぐらいです。色も種類もしっかり揃っているので便利です。
1232	5	安くゲット出来ました。プリーツタイプは仕事以外のお休みの日に使う用なので、安く買えて良かった
1233	5	耳が痛くなりにくくて、毎回リピートしています
1234	5	立体マスクは数え切れないほどのお店で購入してきましたが、これが1番私にはフィットするので、最近数回注文しています。欲しい色がいつも在庫切れで、何度登録しても、マメにチェックできない私がいけないのですが、メールに気付いて見に行くと既に売り切れ。もっとカラバリが増えるとより嬉しいです。
1235	4	買って正解でした。使い勝手もよく重宝しています。
1236	5	家族で使うためにまとめ買いしました。今まではプリーツ型を使っていたけれど、初めてこの形の立体マスクを使ってみたら呼吸がしやすく、もうプリーツマスクには戻れません。子どももとても気に入っています。色が複数から選べるのもいいです。ピスタチオやアイスブルーの子どもサイズをいつも狙っているのですがなかなか買えず、入荷を待っています。
1237	5	耳ゴム紐が太くて柔らかいので、かなり耳が痛くなりづらくて助かってます。
1238	4	息苦しいのが苦手でフラップ形を使ってみたくて購入しました。めちゃくちゃ口元が楽です！唇がマスクに付かないのが嬉しすぎ！つけ心地良く、バイカラーも可愛くて買ってよかったです。一点だけ、眼鏡ユーザの私には、気がついたらマスクがメガネの上に乗っていることがあるのがちょっと煩わしいかなと思いますが、全然許容範囲です。
1239	4	こちらのマスク、しっかりしているので仕事用というよりお出かけ用にしています。カラーも豊富ですが私はライトパープル推しなので、今回は夫用にシロを買いましたが、また自分用に買いたいです！！
1240	5	黒の立体マスクを購入。メガネの主人は少し曇ると言っていましたが、口紅とかリップが付きにくくて私は好きです。
1241	5	ピンクとベビーピンクを購入しました。ピンクは派手にならずよかったです。ベビーピンクは落ち着いていて私にとっては肌が綺麗に見える色です。またリピートすると思います
1242	5	ﾌﾗｯﾌﾟ型のﾏｽｸを購入しました。以前違うお店でﾌﾗｯﾌﾟ型を購入した事はありますが大きすぎて喋るとすぐずり下がって。今回も普通ｻｲｽﾞと書いてあったので不安もありましたが、とても良かったです!! 大きすぎないｻｲｽﾞ!!また購入したいと思います。
1243	5	シュガーピンクの色合いが明るく華やかで顔全体が明るくなってとても良かったです(^^)
1244	5	こちらのプリーツタイプが好きです。今までプリーツタイプのマスクは、顔の大きさ的には小さめサイズでいいのですが、耳が痛くなるのでふつうサイズを使ってました。しかしこちらはゴムが柔らかくて耳が痛くならないので、小さめサイズで大丈夫でした！やはり小さめサイズの方が顔へのフィット感が良いです。子どもサイズが窮屈になってきた子ども達と兼用できるのも嬉しいです。
1245	5	注文後すぐに届きました。Originalのライラックを購入。思ったよりベージュに近いかも？と思いましたが、顔映り、肌なじみが良く満足です。耳も痛くならないです。他の色も欲しくなりました。
1246	4	着け心地が良いので定期的に購入しております。
1247	5	とてもかわいいピンクでした。長時間つけても耳が痛くならなくていい感じです。
1248	4	今回購入したマスクの中に、ゴム紐がつなぎ合わされた様なマスクが混入していました。開けてすぐのマスクでしたのでまた他にもあるか分かりませんが…ちなみに色はネイビーでした。その前に購入した白のマスクはゴム紐が取れてしまい使えないので残ってしまっていて残念です…色やサイズ感は気に入って最近こちらのマスクをリピートしてるので今度はそんなマスクに当たらないといいなと思います。
1249	5	お安く購入できました。難無く使えます。また購入したいです。
1250	4	定期的にリピート購入しています。カラバリも豊富だし、いつも迷いながら結局、白を購入。次こそは違う色にしようかな。クーポンでお得に購入出来るところも、良しです。
1251	5	先日購入してとても良かったので、リピートしました。フラップ型は、呼吸しやすいです。今回、アプリコットも購入してみましたが、落ち着いた優しい色で良かったです。
1252	5	ちょっと強く引っ張るとひもがとれますが、普通に使う分には問題ないです。
1253	4	プリーツタイプの小さめサイズを購入。丁度良いサイズなのに、色の種類が多いので嬉しい。前回買ったピンク系2色も良い色でしたが、今回はグレー系2色を購入。気分によって使い分けます。
1254	5	コスパが非常に良く、店舗でこれより良い商品はありません。
1255	5	何度目かのリピートです。いつもお世話になってます。
1256	5	何度目かの注文ですが、いつも対応が早く助かります。色も何色もあり、毎回選ぶのが楽しみです。今回もありがとうございました。
1257	4	ショコラ色は持っていなかったので購入しました。本当はプリーツが欲しかったのですが、立体にしました。
1258	5	早い発送ありがとうございます。安くて良いです。
1259	5	いつもありがとうございます。とても快適です。
1260	5	ヘーゼルナッツ、フラップ型をはじめて購入しました。薄いオレンジ色でした。
1261	4	とても早く届いたので助かりました。ありがとうございました。
1262	4	配送がとても早くて助かりました。小2の息子用に、紐がきつくなってきた為にサイズアップしましたが小さめサイズでも違和感なく使用できて良かったです。耳も痛くないようです。ありがとうございました。
1263	5	もう何度も購入しています。すぐ届くし、価格も大満足です！
1264	5	安いし使用感も問題なし。満足しています。
1265	5	注文してから届くまで早かったです。品物も良かったです。違う色も頼もうと思っています。
1266	5	お安く購入出来て、使用してみたところ着け心地も○でした。ありがとうございました。
1267	5	夫用に購入。結構こだわりがあるタイプなのですが、こちらだと嫌がらずに使ってくれるので何度もリピートしています。無くなる前に購入しています。今後もお世話になります？
1268	5	毎回購入させて頂いてます。使いやすく色も可愛く気に入ってます。また購入させていただきます
1269	4	立体マスクで箱が小さいのが良いです。薄めのマスクです。パッケージも可愛いです。ストレスや敏感肌なので、たまに赤くなってしまう事があります。これが原因かは不明ですが、他のマスクでは大丈夫だったので…消耗品でお安いので○
1270	5	娘と同色購入。お揃いで大好きなパープル系なので、嬉しいです。
1271	5	パッケージが箱になっていた。前の真空パックのビニルで私はよかったです？
1272	5	いつも気に入って使ってます。また購入します。
1273	5	何度もリピートしています。こちらの この形が 一番つけやすいです。
1274	5	リピートです。以前買った3Dマスクが快適だったので、白以外の色も買ってみました。耳も痛くならないし、普通サイズの大きさが丁度良いので気に入ってます。以前ドラックストアで買った3Dマスクが普通サイズと書いてあったんだけど、小さめで耳が痛くて困った経験があったので心配でしたが、こちらで買ってよかったです。色も豊富なので色々試してみるのも良いかと思います。
1275	5	届きました。箱が薄くて保管しやすいです。プリーツ型購入です。ピッタリです。
1276	5	バイカラーのライラックを購入。綺麗な色味で息もしやすく気に入っています。
1277	5	耳が痛くならずフィットしてくれるので家族で愛用しています。
1278	4	リピートしてます。ただ、今回送られてきたマスクが、見た目というか素材感が少し違うカラーがありました。まだ使用はしてないので、着け心地が変わらなければいいなと思っています。
1279	5	何回もリピ買いしてます。同じようなマスクを他で買ったのですが緩くてしゃべっていると下がってきてしまいました。このマスクはすごくフィットしてくれます。
1280	5	とてもお気に入りで、リピート中です！また、なくなったら購入したいです。
1281	4	セールでお安く買えました。色はアイスブルーにしましたが、ほんのりブルーでいい感じ。値段の割に素材もしっかりしてます。無くなったらまた買いたいです。
